AMIE,Nombre_Institucion,Provincia,Canton,Parroquia,Sostenimiento,Area,Total_Anios_Registrados,Primer_Anio,Ultimo_Anio
05H01047,CENTRO DE EDUCACION INICIAL EXPLORA KIDS,COTOPAXI,PUJILI,PUJILI,Particular,Urbana,9,2015-2016,2025-2026
05H00909,UNIDAD EDUCATIVA ESPECIALIZADA MANUELA ESPEJO,COTOPAXI,SALCEDO,SAN MIGUEL,Fiscal,Urbana,11,2015-2016,2025-2026
07H01494,CENTRO DE EDUCACION INICIAL PARTICULAR NANOS,EL ORO,MACHALA,MACHALA,Particular,Urbana,11,2015-2016,2025-2026
08H02260,CENTRO DE EDUCACION INICIAL MI DULCE MARIA,ESMERALDAS,ESMERALDAS,SIMON PLATA TORRES,Particular,Urbana,11,2015-2016,2025-2026
09H06220,CENTRO DE EDUCACION INICIAL JEAN PIAGET,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,11,2015-2016,2025-2026
09H06217,CENTRO DE EDUCACION INICIAL LOS ANDES,GUAYAS,GUAYAQUIL,CHONGON,Fiscal,Urbana,11,2015-2016,2025-2026
09H06214,CENTRO DE EDUCACION INICIAL PLAZA DAÃIN,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,11,2015-2016,2025-2026
09H06095,CENTRO DE FORMACION ARTESANAL PARTICULAR  GAVIRIA,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2015-2016,2020-2021
09H06219,ESCUELA DE EDUCACION BASICA EDUCAMUNDO JOHN DEWEY,GUAYAS,DAULE,LA AURORA (SATELITE),Particular,Urbana,11,2015-2016,2025-2026
09H06222,ESCUELA DE EDUCACION BASICA PARTICULAR LUISA GOMEZ DE LA TORRE,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Particular,Urbana,11,2015-2016,2025-2026
09H06224,ESCUELA DE EDUCACION BASICA TORREMOLINOS,GUAYAS,DAULE,LA AURORA (SATELITE),Particular,Urbana,11,2015-2016,2025-2026
09H06225,PADRE SIMON EL AMIGO DEL MILLON,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,11,2015-2016,2025-2026
09H04859,PCEI MARIA LUISA GOMEZ DE LA TORRE PAEZ,GUAYAS,SALITRE,BOCANA,Fiscal,Urbana,11,2015-2016,2025-2026
09H06635,PEQUEÃO NIDO,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,11,2015-2016,2025-2026
10H00627,CENTRO DE EDUCACION INICIAL CHISPITAS DE TERNURA,IMBABURA,IBARRA,SAN FRANCISCO,Particular,Urbana,11,2015-2016,2025-2026
10H00625,CENTRO DE EDUCACION INICIAL COQUITA,IMBABURA,IBARRA,SAGRARIO,Particular,Urbana,11,2015-2016,2025-2026
10H00767,CENTRO DE EDUCACION INICIAL DISNEY,IMBABURA,IBARRA,SAN FRANCISCO,Particular,Urbana,11,2015-2016,2025-2026
10H00626,CENTRO DE EDUCACION INICIAL LOS ALPES,IMBABURA,IBARRA,SAN FRANCISCO,Particular,Urbana,11,2015-2016,2025-2026
10H00768,CENTRO DE EDUCACION INICIAL PARVULITOS,IMBABURA,OTAVALO,JORDAN,Particular,Urbana,11,2015-2016,2025-2026
10H00628,CENTRO DE EDUCACION INICIAL TACI,IMBABURA,IBARRA,SAN FRANCISCO,Particular,Urbana,11,2015-2016,2025-2026
10H00770,ESCUELA DE EDUCACION BASICA LA JOYA,IMBABURA,OTAVALO,JORDAN,Fiscal,Urbana,11,2015-2016,2025-2026
10H00766,SEMILLITAS DEL FUTURO,IMBABURA,IBARRA,SAGRARIO,Particular,Urbana,11,2015-2016,2025-2026
11H01982,CENTRO DE EDUCACION INICIAL CEI PARTICULAR SAN GABRIEL,LOJA,LOJA,VALLE,Particular,Urbana,11,2015-2016,2025-2026
11H02035,CENTRO DE EDUCACION INICIAL PARTICULAR MY LITTLE FRIENDS,LOJA,LOJA,SAN SEBASTIAN,Particular,Urbana,11,2015-2016,2025-2026
15H00386,CEI JIREH,NAPO,TENA,TENA,Particular,Urbana,11,2015-2016,2025-2026
22H00560,UNIDAD EDUCATIVA DEL MILENIO DAYUMA KENTO,ORELLANA,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Fiscal,Urbana,11,2015-2016,2025-2026
22H00531,UNIDAD EDUCATIVA DEL MILENIO NUEVA ROCAFUERTE,ORELLANA,AGUARICO,NUEVO ROCAFUERTE,Fiscal,Urbana,11,2015-2016,2025-2026
22H00530,UNIDAD EDUCATIVA DEL MILENIO YASUNI,ORELLANA,ORELLANA,DAYUMA,Fiscal,Rural,11,2015-2016,2025-2026
22H00535,UNIDAD EDUCATIVA TIPUTINI,ORELLANA,AGUARICO,TIPUTINI,Fiscal,Rural,11,2015-2016,2025-2026
17H03671,ABEJITA SABIA,PICHINCHA,RUMIÃAHUI,SANGOLQUI,Particular,Urbana,11,2015-2016,2025-2026
17H03690,ALIANZA SOCIAL,PICHINCHA,MEJIA,MACHACHI,Fiscal,Urbana,11,2015-2016,2025-2026
17H04192,CDI 123 APRENDAMOS CON ISAAC,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,8,2015-2016,2022-2023
17H01578,CDI ABACO,PICHINCHA,QUITO,CALDERON (CARAPUNGO),Particular,Rural,11,2015-2016,2025-2026
17H04126,CDI ALEJO CONEJO,PICHINCHA,QUITO,ALANGASI,Particular,Rural,10,2015-2016,2024-2025
17H03741,CDI AMIGUITOS DE JESUS TU Y YO,PICHINCHA,QUITO,QUITUMBE,Particular,Urbana,11,2015-2016,2025-2026
17H03701,CDI APRENDER JUGANDO Y CRECER FELIZ,PICHINCHA,QUITO,AMAGUAÃA,Particular,Rural,11,2015-2016,2025-2026
17H03709,CDI APRENDILANDIA,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H03729,CDI ARBOL DE LIMON,PICHINCHA,QUITO,TUMBACO,Particular,Rural,11,2015-2016,2025-2026
17H03678,CDI BILINGUE DE COLORES,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Particular,Urbana,10,2015-2016,2025-2026
17H04093,CDI BILINGUE MIS PINGUINITOS,PICHINCHA,QUITO,CALDERON (CARAPUNGO),Particular,Rural,11,2015-2016,2025-2026
17H03744,CDI CAPULLITOS DEL FUTURO,PICHINCHA,QUITO,COCHAPAMBA,Particular,Urbana,11,2015-2016,2025-2026
17H04122,CDI CARAMELO,PICHINCHA,QUITO,TUMBACO,Particular,Rural,11,2015-2016,2025-2026
17H04115,CDI CASITA DE TERNURA,PICHINCHA,QUITO,POMASQUI,Particular,Rural,11,2015-2016,2025-2026
17H04137,CDI CETI,PICHINCHA,QUITO,CHIMBACALLE,Particular,Urbana,11,2015-2016,2025-2026
17H04195,CDI CHENOA KRELYS,PICHINCHA,QUITO,SOLANDA,Particular,Urbana,6,2015-2016,2020-2021
17H04090,CDI CLAP CLAP KIDS,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Particular,Urbana,11,2015-2016,2025-2026
17H03745,CDI CLUB DE LAS MANITOS,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H03747,CDI COPAL KIDS,PICHINCHA,QUITO,JIPIJAPA,Particular,Urbana,6,2015-2016,2020-2021
17H03697,CDI CRECERE,PICHINCHA,QUITO,EL QUINCHE,Particular,Rural,11,2015-2016,2025-2026
17H03714,CDI CRECIENDO FELICES,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04193,CDI DANIEL GILMAN,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,7,2015-2016,2021-2022
17H04091,CDI DEJANDO HUELLITAS,PICHINCHA,QUITO,CUMBAYA,Particular,Rural,11,2015-2016,2025-2026
17H04082,CDI DIDACTA MANUELA SAENZ,PICHINCHA,QUITO,IÃAQUITO,Particular,Urbana,11,2015-2016,2025-2026
17H03734,CDI DISCOVER KIDS,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Particular,Urbana,11,2015-2016,2025-2026
17H03727,CDI DISNEY GARDEN,PICHINCHA,QUITO,JIPIJAPA,Particular,Urbana,11,2015-2016,2025-2026
17H04088,CDI EL ANGEL GABRIEL,PICHINCHA,QUITO,COCHAPAMBA,Particular,Urbana,11,2015-2016,2025-2026
17H04089,CDI ENTRE LIBROS Y GARABATOS,PICHINCHA,QUITO,CHILLOGALLO,Particular,Urbana,11,2015-2016,2025-2026
17H04078,CDI ESTRELLITAS DEL FUTURO,PICHINCHA,QUITO,RUMIPAMBA,Particular,Urbana,9,2015-2016,2025-2026
17H03662,CDI EVEREST SCHOOL,PICHINCHA,QUITO,IÃAQUITO,Particular,Urbana,7,2015-2016,2023-2024
17H04118,CDI FUNKY MONKEYS,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04138,CDI GOTITAS DE ESPERANZA,PICHINCHA,QUITO,CHIMBACALLE,Particular,Urbana,11,2015-2016,2025-2026
17H04155,CDI JOY KIDS,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H03743,CDI L NFANT,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04119,CDI LA ALDEA,PICHINCHA,QUITO,NAYON,Particular,Rural,6,2015-2016,2020-2021
17H04140,CDI LA CASITA DE CHOCOLATE,PICHINCHA,QUITO,CHIMBACALLE,Particular,Urbana,11,2015-2016,2025-2026
17H04136,CDI LAS ABEJITAS DEL SUR,PICHINCHA,QUITO,SAN BARTOLO,Particular,Urbana,11,2015-2016,2025-2026
17H04100,CDI LIVE HAPPY DAYS,PICHINCHA,QUITO,IÃAQUITO,Particular,Urbana,6,2015-2016,2020-2021
17H03720,CDI LOS AMIGOS DE JESUS,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,11,2015-2016,2025-2026
17H03703,CDI LOS OLIVOS,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04103,CDI LOS PEQUEÃOS PLANEADORES DEL FUTURO,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Particular,Urbana,6,2015-2016,2020-2021
17H03746,CDI MAGAP,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04156,CDI MAGGIE KINGDOM,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04152,CDI MI CASITA DE CHOCOLATE,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04066,CDI MI GIGANTE TESORO,PICHINCHA,QUITO,CARCELEN,Particular,Urbana,11,2015-2016,2025-2026
17H04133,CDI MILLENIUM KIDS,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,11,2015-2016,2025-2026
17H04067,CDI MIS GOTITAS DE LLUVIA,PICHINCHA,QUITO,COTOCOLLAO,Particular,Urbana,11,2015-2016,2025-2026
17H03723,CDI MIS MOMENTOS FELICES,PICHINCHA,QUITO,ALANGASI,Particular,Rural,11,2015-2016,2025-2026
17H04129,CDI MIS PEQUEÃOS CORAZONES,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Particular,Urbana,11,2015-2016,2025-2026
17H03719,CDI MISS TRAVESURITAS,PICHINCHA,QUITO,BELISARIO QUEVEDO,Particular,Urbana,11,2015-2016,2025-2026
17H04101,CDI MOCHILAS DE COLORES DEL VALLE,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04157,CDI MOISES ALBANY,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,10,2015-2016,2024-2025
17H04145,CDI MOMMYS ANGEL,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,11,2015-2016,2025-2026
17H03742,CDI MUNDO DE LUZ,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H03740,CDI MUNDO FANTASTICO,PICHINCHA,QUITO,KENNEDY,Particular,Urbana,11,2015-2016,2025-2026
17H03698,CDI MY GOLDEN WORLD,PICHINCHA,QUITO,ALANGASI,Particular,Rural,11,2015-2016,2025-2026
17H04104,CDI ONLY KIDS,PICHINCHA,QUITO,IÃAQUITO,Particular,Urbana,6,2015-2016,2020-2021
17H04073,CDI OSITO DORMILON,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H03728,CDI PASEO DEL SOL,PICHINCHA,QUITO,POMASQUI,Particular,Rural,10,2015-2016,2025-2026
17H03738,CDI PEKE SMILIE,PICHINCHA,QUITO,POMASQUI,Particular,Rural,9,2015-2016,2025-2026
17H04076,CDI PEQUEÃA GENTE,PICHINCHA,QUITO,BELISARIO QUEVEDO,Particular,Urbana,6,2015-2016,2020-2021
17H04162,CDI PEQUEÃOS TRAVIESOS,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,11,2015-2016,2025-2026
17H03736,CDI PITO PITO COLORITO,PICHINCHA,QUITO,CONOCOTO,Particular,Rural,11,2015-2016,2025-2026
17H04120,CDI SAN ANDRES,PICHINCHA,QUITO,BELISARIO QUEVEDO,Particular,Urbana,11,2015-2016,2025-2026
17H04085,CDI SEMILLAS DORADAS,PICHINCHA,QUITO,IÃAQUITO,Particular,Urbana,11,2015-2016,2025-2026
17H04146,CDI SINDAMANOY,PICHINCHA,QUITO,LA CONCEPCION,Particular,Urbana,6,2015-2016,2020-2021
17H03733,CDI SMART KIDS0PEQUEÃOS INTELIGENTES,PICHINCHA,QUITO,SAN JUAN,Particular,Urbana,10,2015-2016,2024-2025
17H04074,CDI STOP N PLAY,PICHINCHA,QUITO,TUMBACO,Particular,Rural,6,2015-2016,2020-2021
17H04124,CDI SWEET KIDS,PICHINCHA,QUITO,JIPIJAPA,Particular,Urbana,10,2015-2016,2025-2026
17H04178,CDI T0DDLERS DAYCARE,PICHINCHA,QUITO,LA CONCEPCION,Particular,Urbana,11,2015-2016,2025-2026
17H04123,CDI TALLER INTEGRAL KIDS,PICHINCHA,QUITO,JIPIJAPA,Particular,Urbana,7,2015-2016,2025-2026
17H04173,CDI THE YELLOW SUBMARINE,PICHINCHA,QUITO,CALDERON (CARAPUNGO),Particular,Rural,11,2015-2016,2025-2026
17H04132,CDI TIA LULI,PICHINCHA,QUITO,PUENGASI,Particular,Urbana,11,2015-2016,2025-2026
17H04135,CDI VERDE PAIS,PICHINCHA,QUITO,LA MAGDALENA,Particular,Urbana,11,2015-2016,2025-2026
17H04167,CDI ZONA MAGICA,PICHINCHA,QUITO,SAN BARTOLO,Particular,Urbana,11,2015-2016,2025-2026
17H04096,CDIPI GUAJIRA,PICHINCHA,CAYAMBE,AYORA,Particular,Urbana,11,2015-2016,2025-2026
17H03687,CECOMSYS,PICHINCHA,RUMIÃAHUI,SANGOLQUI,Fiscal,Urbana,11,2015-2016,2025-2026
17H04144,CEI EL MUNDO DE MOZART,PICHINCHA,QUITO,QUITUMBE,Particular,Urbana,6,2015-2016,2020-2021
17H03705,CENTRO DE DESARROLLO INFANTIL MY HONEY KIDS,PICHINCHA,QUITO,MARISCAL SUCRE,Particular,Urbana,11,2015-2016,2025-2026
17H03162,CENTRO INFANTIL NACIDOS PARA TRIUNFAR,PICHINCHA,QUITO,CENTRO HISTORICO,Particular,Urbana,8,2015-2016,2022-2023
17H04080,CMDI SANTA CLARA,PICHINCHA,QUITO,BELISARIO QUEVEDO,Particular,Urbana,11,2015-2016,2025-2026
17H03704,COLEGIO PARTICULAR NUEVO ECUADOR A DISTANCIA,PICHINCHA,QUITO,RUMIPAMBA,Particular,Urbana,10,2015-2016,2025-2026
17H03737,GALATAS,PICHINCHA,QUITO,KENNEDY,Particular,Urbana,8,2015-2016,2022-2023
17H04110,INSTITUCIN EDUCATIVA KARL POPPER,PICHINCHA,QUITO,CALDERON (CARAPUNGO),Particular,Rural,8,2015-2016,2022-2023
17H03706,INSTITUCION EDUCATIVA PARTICULAR A DISTANCIA OCTAVIO PAZ,PICHINCHA,QUITO,SAN JUAN,Particular,Urbana,10,2015-2016,2024-2025
17H03718,JERICO,PICHINCHA,QUITO,SAN ANTONIO,Particular,Rural,11,2015-2016,2025-2026
17H03654,TEJA LA CONEJA,PICHINCHA,QUITO,KENNEDY,Particular,Urbana,11,2015-2016,2025-2026
17H03670,TERRY Y JIM,PICHINCHA,MEJIA,MACHACHI,Particular,Urbana,11,2015-2016,2025-2026
17H03695,UNIDAD EDUCATIVA  INDEPENDIENT DEL VALLE,PICHINCHA,RUMIÃAHUI,COTOGCHOA,Fiscal,Rural,6,2015-2016,2020-2021
17H03711,UNIDAD EDUCATIVA A DISTANCIA SEGUNDO TORRES,PICHINCHA,QUITO,SAN JUAN,Particular,Urbana,11,2015-2016,2025-2026
17H03710,UNIDAD EDUCATIVA POPULAR A DISTANCIA ECUADOR,PICHINCHA,QUITO,SAN JUAN,Particular,Urbana,11,2015-2016,2025-2026
23H00814,CENTRO DE EDUCACION INICIAL PARTICULAR DAE JUNG KIM,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Particular,Urbana,11,2015-2016,2025-2026
23H00767,UNIDAD EDUCATIVA FISCOMISIONAL JOSE MARIA VELAZ EXT 93 A,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,VALLE HERMOSO,Fiscomisional,Rural,11,2015-2016,2025-2026
18H00916,CENTRO DE EDUCACION INICIAL MI SEGUNDO HOGAR,TUNGURAHUA,AMBATO,IZAMBA,Particular,Rural,11,2015-2016,2025-2026
18H00917,CENTRO DE EDUCACION INICIAL MIS CHIQUITINES,TUNGURAHUA,AMBATO,ATOCHA â FICOA,Particular,Urbana,10,2015-2016,2025-2026
18H00984,UNIDAD EDUCATIVA ESPECIALIZADA,TUNGURAHUA,SANTIAGO DE PILLARO,CIUDAD NUEVA,Fiscal,Urbana,11,2015-2016,2025-2026
18H00982,UNIDAD EDUCATIVA LEONARDO MURIALDO,TUNGURAHUA,AMBATO,HUACHI LORETO,Fiscomisional,Urbana,11,2015-2016,2025-2026
18H00986,UNIDAD EDUCATIVA PCEI JUAN FRANCISCO MONTALVO,TUNGURAHUA,AMBATO,CELIANO MONGE,Fiscal,Urbana,11,2015-2016,2025-2026
19B00139,CECIB DE EDUCACION BASICA    GENERAL MIRANDA,ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,Fiscal,Rural,11,2015-2016,2025-2026
19B00138,UNIDAD ED COMUNITARIA INTERCULTURAL BILINGUE  BERNARDINO ECHEVERRIA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),Fiscal,Rural,11,2015-2016,2025-2026
19H00617,UNIDAD EDUCATIVA DEL MILENIO ARUTAM,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,Fiscal,Urbana,11,2015-2016,2025-2026
01H01988,CENTRO DE EDUCACION INICIAL PARTICULAR  MAGICOS SUEÃOS,AZUAY,CUENCA,HERMANO MIGUEL,Particular,Urbana,10,2016-2017,2025-2026
01H01991,CENTRO DE EDUCACION INICIAL PARTICULAR CARRUSEL,AZUAY,CUENCA,HUAYNACAPAC,Particular,Urbana,10,2016-2017,2025-2026
01H01992,CENTRO DE EDUCACION INICIAL PARTICULAR CRECER FELIZ,AZUAY,CUENCA,HUAYNACAPAC,Particular,Urbana,9,2016-2017,2025-2026
01H01989,CENTRO DE EDUCACION INICIAL PARTICULAR EL CASTILLO,AZUAY,CUENCA,EL VECINO,Particular,Urbana,7,2016-2017,2023-2024
01H01994,CENTRO DE EDUCACION INICIAL PARTICULAR SAN ANDRES,AZUAY,CUENCA,CAÃARIBAMBA,Particular,Urbana,9,2016-2017,2025-2026
06H01907,CENTRO DE EDUCACION INICIAL ANGEL GUARDIAN,CHIMBORAZO,RIOBAMBA,LIZARZABURU,Particular,Urbana,10,2016-2017,2025-2026
06H01905,CENTRO DE EDUCACION INICIAL EUREKA KIDS,CHIMBORAZO,RIOBAMBA,LIZARZABURU,Particular,Urbana,10,2016-2017,2025-2026
06H01904,ESCUELA DE EDUCACION BASICA EL TABERNACULO,CHIMBORAZO,PALLATANGA,PALLATANGA,Particular,Urbana,10,2016-2017,2025-2026
05H01048,UNIDAD EDUCATIVA PCEI VICENTE LEON Y ARGUELLES,COTOPAXI,LATACUNGA,LA MATRIZ,Fiscal,Urbana,10,2016-2017,2025-2026
08H02399,CENTRO DE EDUCACION INICIAL PARTICULAR MONTESOL,ESMERALDAS,ESMERALDAS,BARTOLOME RUIZ (CESAR FRANCO CARRION),Particular,Urbana,10,2016-2017,2025-2026
09H06642,CEI COMPARTIR,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,10,2016-2017,2025-2026
09H06636,CENTRO DE DESARROLLO INFANTIL EL JARDIN DE LA TIA MONIQUIN,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,7,2016-2017,2024-2025
09H06637,CENTRO DE DESARROLLO INFANTIL HUELLAS,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,10,2016-2017,2025-2026
09H06638,CENTRO DE EDUCACION INICIAL PARTICULAR MADRE PILAR IZQUIERDO,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,10,2016-2017,2025-2026
09H06649,CENTRO DE EDUCACION INICIAL PARTICULAR MIS PRIMERAS HUELLAS,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Particular,Urbana,10,2016-2017,2025-2026
09H06650,CENTRO DE EDUCACION INICIAL PARTICULAR RAYITO DE SOL,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,10,2016-2017,2025-2026
09H06647,CENTRO EDUCACION INICIAL DISNEY,GUAYAS,DAULE,VICENTE PIEDRAHITA,Particular,Urbana,10,2016-2017,2025-2026
09H06645,ESCUELA DE EDUCACION BASICA FISCOMISIONAL PADRE JOSE ANTONIO GONZALEZ,GUAYAS,DURAN,ELOY ALFARO (DURAN),Fiscomisional,Urbana,10,2016-2017,2025-2026
09H06648,ESCUELA DE EDUCACION BASICA PARTICULAR PROVINCIA DE MANABI,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,10,2016-2017,2025-2026
09H06639,SANTA MARIA MONTE DE PAZ,GUAYAS,GUAYAQUIL,CHONGON,Particular,Urbana,6,2016-2017,2021-2022
10H00776,CEI CASITA DE CHOCOLATE Y FRESAS,IMBABURA,IBARRA,CARANQUI,Particular,Urbana,10,2016-2017,2025-2026
10H00774,CEI CHISPITAS DE VIDA,IMBABURA,IBARRA,SAGRARIO,Particular,Urbana,10,2016-2017,2025-2026
10H00779,CEI MI PEQUEÃO MUNDO,IMBABURA,IBARRA,SAGRARIO,Particular,Urbana,10,2016-2017,2025-2026
10H00772,CEI RINCON DE ISRAEL,IMBABURA,IBARRA,SAN ANTONIO,Particular,Rural,10,2016-2017,2025-2026
10H00773,CENTRO DE EDUCACION INICIAL PEQUEÃOS GIGANTES,IMBABURA,IBARRA,SAGRARIO,Particular,Urbana,10,2016-2017,2025-2026
11H02036,CENTRO DE EDUCACION INICIAL PARTICULAR PETTIROSSO,LOJA,CATAMAYO,CATAMAYO,Particular,Urbana,10,2016-2017,2025-2026
11H02037,ESCUELA  DE EDUCACION BASICA JUAN OCAMPOS,LOJA,SARAGURO,SELVA ALEGRE,Fiscal,Rural,10,2016-2017,2025-2026
11H02033,ESCUELA DE EDUCACION BASICA ESPECIALIZADA CORRALPAMBA,LOJA,SARAGURO,LLUZHAPA,Fiscal,Rural,10,2016-2017,2025-2026
11H02039,ESCUELA DE EDUCACION BASICA PARTICULAR DOMINGO SAVIO,LOJA,LOJA,VALLE,Particular,Urbana,10,2016-2017,2025-2026
11H02026,UNIDAD EDUCATIVA DEL MILENIO EL TAMBO,LOJA,CATAMAYO,EL TAMBO,Fiscal,Rural,10,2016-2017,2025-2026
13H05358,CENTRO DE DESARROLLO DE LA PRIMERA INFANCIA KINDER CENTER,MANABI,PORTOVIEJO,18 DE OCTUBRE,Particular,Urbana,10,2016-2017,2025-2026
14H00823,CENTRO DE EDUCACION INICIAL PARTICULAR MIS AMIGUITOS,MORONA SANTIAGO,MORONA,MACAS,Particular,Urbana,10,2016-2017,2025-2026
14H00824,UNIDAD DE EDUCACION ESPECIAL PADRE JULIO PIANELLO,MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MENDEZ,Fiscal,Urbana,10,2016-2017,2025-2026
17H03070,ATENEA,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Particular,Urbana,10,2016-2017,2025-2026
17H04250,CDI ARQUITA DE NOE,PICHINCHA,QUITO,EL CONDADO,Particular,Urbana,10,2016-2017,2025-2026
17H04149,CDI AVENTURA INFANTIL,PICHINCHA,QUITO,CHIMBACALLE,Particular,Urbana,10,2016-2017,2025-2026
17H04243,CDI BOSQUE CHOCOLATE,PICHINCHA,QUITO,GUAMANI,Particular,Urbana,10,2016-2017,2025-2026
17H04248,CDI CAMINITOS DE LUZ,PICHINCHA,QUITO,IÃAQUITO,Particular,Urbana,6,2016-2017,2025-2026
17H04170,CDI CASITA DE LA TIA MARY,PICHINCHA,QUITO,PUENGASI,Particular,Urbana,10,2016-2017,2025-2026
17H04240,CDI CENARTES,PICHINCHA,QUITO,SOLANDA,Particular,Urbana,10,2016-2017,2025-2026
17H04209,CDI CORAZONES INQUIETOS,PICHINCHA,QUITO,COMITE DEL PUEBLO,Particular,Urbana,10,2016-2017,2025-2026
17H04171,CDI DESCUBRIR,PICHINCHA,QUITO,POMASQUI,Particular,Rural,10,2016-2017,2025-2026
17H04245,CDI DULCE MUNDO,PICHINCHA,QUITO,RUMIPAMBA,Particular,Urbana,10,2016-2017,2025-2026
17H04205,CDI EL ARCA DEL SABER,PICHINCHA,QUITO,COTOCOLLAO,Particular,Urbana,10,2016-2017,2025-2026
17H04241,CDI EL PORTAL DE LOS NIÃOS,PICHINCHA,QUITO,PONCEANO,Particular,Urbana,10,2016-2017,2025-2026
17H04238,CDI EL RINCON DE MOZART,PICHINCHA,QUITO,COTOCOLLAO,Particular,Urbana,6,2016-2017,2021-2022
17H04232,CDI EMMI,PICHINCHA,QUITO,TUMBACO,Particular,Rural,10,2016-2017,2025-2026
17H03715,CDI ENTRE CUENTOS Y HADAS,PICHINCHA,QUITO,RUMIPAMBA,Particular,Urbana,9,2016-2017,2025-2026
17H04172,CDI EXPLORANDO CON DOKY,PICHINCHA,QUITO,COTOCOLLAO,Particular,Urbana,6,2016-2017,2021-2022
17H04184,CDI GOTITAS DE MIEL,PICHINCHA,QUITO,LA LIBERTAD,Particular,Urbana,10,2016-2017,2025-2026
17H04180,CDI GREEN APPLE,PICHINCHA,QUITO,CHILLOGALLO,Particular,Urbana,10,2016-2017,2025-2026
17H04168,CDI GUAGUA KIDS,PICHINCHA,QUITO,BELISARIO QUEVEDO,Particular,Urbana,10,2016-2017,2025-2026
17H04181,CDI GUTENBERG KINDERGARTEN,PICHINCHA,RUMIÃAHUI,SAN RAFAEL,Particular,Urbana,10,2016-2017,2025-2026
17H04242,CDI HI5 KIDS KINDERGARTEN,PICHINCHA,QUITO,IÃAQUITO,Particular,Urbana,6,2016-2017,2021-2022
17H04233,CDI HUELLITAS,PICHINCHA,QUITO,TUMBACO,Particular,Rural,10,2016-2017,2025-2026
17H04202,CDI JC CAMP,PICHINCHA,QUITO,CALDERON (CARAPUNGO),Particular,Rural,10,2016-2017,2025-2026
17H04215,CDI JOHAN MIRO,PICHINCHA,QUITO,LA CONCEPCION,Particular,Urbana,9,2016-2017,2025-2026
17H04200,CDI KYRIOS AGUILITAS FELICES,PICHINCHA,QUITO,COTOCOLLAO,Particular,Urbana,10,2016-2017,2025-2026
17H04220,CDI LA CABAÃA DEL TIO TOM,PICHINCHA,QUITO,LA MENA,Particular,Urbana,10,2016-2017,2025-2026
